ID,都道府県,市区町村,市区町村名,種別,人口,議員定数,定数条例等の適用年月,議員実数,議長報酬月額,副議長報酬月額,議員報酬月額,期末手当支給率3月,期末手当支給率6月,期末手当支給率12月,期末手当支給率合計,期末手当加算率,備考,議員報酬年額試算,定数分報酬月額,定数分報酬年額試算,人口あたり報酬月額,人口あたり定数分報酬月額,人口あたり定数分報酬年額,市区町村2016,種別2016,人口2016,議員定数2016,定数条例等の適用年月2016,議員実数2016,議長報酬月額2016,副議長報酬月額2016,議員報酬月額2016,期末手当支給率3月2016,期末手当支給率6月2016,期末手当支給率12月2016,期末手当支給率合計2016,期末手当加算率2016,備考2016,議員報酬年額試算2016,定数分報酬月額2016,定数分報酬年額試算2016,人口あたり報酬月額2016,人口あたり定数分報酬月額2016
811,山梨県,富士吉田市,山梨県富士吉田市,一般市,"49,134",20,2003年4月,20,"400,000","370,000","360,000",0,145,190,335,20,," 5,767,200 "," 7,250,000 "," 116,145,000 ",7.3,147.6,"2,363.8",富士吉田市,市区,"50,045",20,2003年4月,20,"400,000","370,000","360,000",0,140,180,320,20,," 5,702,400 "," 7,250,000 "," 90,326,016 ",7.2,144.9
812,山梨県,都留市,山梨県都留市,一般市,"30,669",16,2015年4月,16,"380,000","355,000","345,000",0,162.5,182.5,345,20,," 5,568,300 "," 5,565,000 "," 89,819,100 ",11.2,181.5,"2,928.7",都留市,市区,"31,081",16,2015年4月,15,"380,000","355,000","345,000",0,152.5,177.5,330,20,," 5,506,200 "," 5,565,000 "," 87,878,952 ",11.1,179.0
813,山梨県,山梨市,山梨県山梨市,一般市,"35,181",18,2013年4月,16,"370,000","345,000","335,000",0,155,175,330,20,," 5,346,600 "," 6,075,000 "," 96,957,000 ",9.5,172.7,"2,755.9",山梨市,市区,"35,869",18,2013年4月,18,"370,000","345,000","335,000",0,145,170,315,20,," 5,286,300 "," 6,075,000 "," 83,417,814 ",9.3,169.4
814,山梨県,大月市,山梨県大月市,一般市,"24,289",14,2015年7月,14,"375,000","355,000","345,000",0,155,180,335,20,," 5,526,900 "," 4,870,000 "," 78,017,400 ",14.2,200.5,"3,212.0",大月市,市区,"25,486",14,2015年7月,14,"375,000","355,000","345,000",0,145,180,325,20,," 5,485,500 "," 4,870,000 "," 87,219,450 ",13.5,191.1
815,山梨県,韮崎市,山梨県韮崎市,一般市,"29,751",18,2011年10月,18,"369,000","345,000","336,000",0,145,160,305,20,," 5,261,760 "," 6,090,000 "," 95,369,400 ",11.3,204.7,"3,205.6",韮崎市,市区,"30,298",18,2011年10月,18,"369,000","345,000","336,000",0,145,160,305,20,," 5,261,760 "," 6,090,000 "," 82,399,162 ",11.1,201.0
816,山梨県,南アルプス市,山梨県南アルプス市,一般市,"71,850",22,2012年11月,22,"400,000","360,000","350,000",0,157.5,177.5,335,20,," 5,607,000 "," 7,760,000 "," 124,315,200 ",4.9,108.0,"1,730.2",南アルプス市,市区,"72,228",22,2012年11月,22,"400,000","360,000","350,000",0,152.5,167.5,320,20,," 5,544,000 "," 7,760,000 "," 87,816,960 ",4.8,107.4
817,山梨県,北杜市,山梨県北杜市,一般市,"47,108",22,2008年11月,22,"330,000","300,000","280,000",0,160,175,335,20,," 4,485,600 "," 6,230,000 "," 99,804,600 ",5.9,132.2,"2,118.6",北杜市,市区,"47,772",22,2008年11月,22,"330,000","300,000","280,000",0,150,160,310,20,," 4,401,600 "," 6,230,000 "," 69,193,152 ",5.9,130.4
818,山梨県,甲斐市,山梨県甲斐市,一般市,"75,763",22,2010年5月,22,"400,000","360,000","350,000",0,162.5,182.5,345,20,," 5,649,000 "," 7,760,000 "," 125,246,400 ",4.6,102.4,"1,653.1",甲斐市,市区,"75,358",22,2010年5月,22,"400,000","360,000","350,000",0,152.5,177.5,330,20,," 5,586,000 "," 7,760,000 "," 89,152,560 ",4.6,103.0
819,山梨県,笛吹市,山梨県笛吹市,一般市,"69,695",21,2012年10月,21,"400,000","370,000","360,000",0,145,190,335,15,," 5,706,900 "," 7,610,000 "," 120,637,525 ",5.2,109.2,"1,730.9",笛吹市,市区,"70,426",21,2012年10月,21,"400,000","370,000","360,000",0,145,175,320,10,," 5,587,200 "," 7,610,000 "," 86,713,344 ",5.1,108.1
820,山梨県,上野原市,山梨県上野原市,一般市,"23,366",16,2015年1月,16,"310,000","280,000","260,000",0,160,175,335,15,," 4,121,650 "," 4,230,000 "," 67,056,075 ",11.1,181.0,"2,869.8",上野原市,市区,"24,148",16,2015年1月,15,"310,000","280,000","260,000",0,160,175,335,15,," 4,121,650 "," 4,230,000 "," 65,338,457 ",10.8,175.2
821,山梨県,甲州市,山梨県甲州市,一般市,"31,784",18,2009年11月,18,"380,000","345,000","335,000",0,157.5,177.5,335,20,," 5,366,700 "," 6,085,000 "," 97,481,700 ",10.5,191.4,"3,067.0",甲州市,市区,"32,884",18,2009年11月,17,"380,000","345,000","335,000",0,152.5,177.5,330,20,," 5,346,600 "," 6,085,000 "," 85,331,736 ",10.2,185.0
822,山梨県,中央市,山梨県中央市,一般市,"30,812",18,2011年2月,17,"330,000","300,000","290,000",0,155,170,325,15,," 4,563,875 "," 5,270,000 "," 82,936,625 ",9.4,171.0,"2,691.7",中央市,市区,"30,949",18,2011年2月,18,"330,000","300,000","290,000",0,150,170,320,15,," 4,547,200 "," 5,270,000 "," 71,300,096 ",9.4,170.3
823,山梨県,市川三郷町,山梨県市川三郷町,町村,"15,985",16,?,16,"230,000","180,000","157,000",?,?,?,?,?,,#VALUE!," 2,608,000 ",#VALUE!,9.8,163.2,#VALUE!,市川三郷町,町村,"16,439",16,?,16,"230,000","180,000","157,000",?,?,?,?,?,,#VALUE!," 2,608,000 ",#VALUE!,9.6,158.6
824,山梨県,早川町,山梨県早川町,町村,"1,076",8,?,8,"218,000","174,000","156,000",?,?,?,?,?,,#VALUE!," 1,328,000 ",#VALUE!,145.0,"1,234.2",#VALUE!,早川町,町村,"1,135",8,?,8,"218,000","174,000","156,000",?,?,?,?,?,,#VALUE!," 1,328,000 ",#VALUE!,137.4,"1,170.0"
825,山梨県,身延町,山梨県身延町,町村,"12,044",14,?,14,"218,000","174,000","156,000",?,?,?,?,?,,#VALUE!," 2,264,000 ",#VALUE!,13.0,188.0,#VALUE!,身延町,町村,"12,917",14,?,14,"218,000","174,000","156,000",?,?,?,?,?,,#VALUE!," 2,264,000 ",#VALUE!,12.1,175.3
826,山梨県,南部町,山梨県南部町,町村,"7,881",12,?,12,"220,000","176,000","158,000",?,?,?,?,?,,#VALUE!," 1,976,000 ",#VALUE!,20.0,250.7,#VALUE!,南部町,町村,"8,264",12,?,12,"220,000","176,000","158,000",?,?,?,?,?,,#VALUE!," 1,976,000 ",#VALUE!,19.1,239.1
827,山梨県,富士川町,山梨県富士川町,町村,"15,342",14,?,14,"295,000","240,000","220,000",?,?,?,?,?,,#VALUE!," 3,175,000 ",#VALUE!,14.3,206.9,#VALUE!,富士川町,町村,"15,928",16,?,15,"230,000","180,000","158,000",?,?,?,?,?,,#VALUE!," 2,622,000 ",#VALUE!,9.9,164.6
828,山梨県,昭和町,山梨県昭和町,町村,"20,152",16,?,16,"280,000","214,000","189,000",?,?,?,?,?,,#VALUE!," 3,140,000 ",#VALUE!,9.4,155.8,#VALUE!,昭和町,町村,"19,558",16,?,16,"280,000","214,000","189,000",?,?,?,?,?,,#VALUE!," 3,140,000 ",#VALUE!,9.7,160.5
829,山梨県,道志村,山梨県道志村,町村,"1,711",10,?,10,"160,000","140,000","130,000",?,?,?,?,?,,#VALUE!," 1,340,000 ",#VALUE!,76.0,783.2,#VALUE!,道志村,町村,"1,764",10,?,10,"160,000","140,000","130,000",?,?,?,?,?,,#VALUE!," 1,340,000 ",#VALUE!,73.7,759.6
830,山梨県,西桂町,山梨県西桂町,町村,"4,347",10,?,10,"200,000","160,000","145,000",?,?,?,?,?,,#VALUE!," 1,520,000 ",#VALUE!,33.4,349.7,#VALUE!,西桂町,町村,"4,471",10,?,10,"200,000","160,000","145,000",?,?,?,?,?,,#VALUE!," 1,520,000 ",#VALUE!,32.4,340.0
831,山梨県,忍野村,山梨県忍野村,町村,"9,699",14,?,14,"200,000","170,000","155,000",?,?,?,?,?,,#VALUE!," 2,230,000 ",#VALUE!,16.0,229.9,#VALUE!,忍野村,町村,"9,529",14,?,14,"200,000","170,000","155,000",?,?,?,?,?,,#VALUE!," 2,230,000 ",#VALUE!,16.3,234.0
832,山梨県,山中湖村,山梨県山中湖村,町村,"5,841",12,?,12,"205,000","175,000","155,000",?,?,?,?,?,,#VALUE!," 1,930,000 ",#VALUE!,26.5,330.4,#VALUE!,山中湖村,町村,"5,814",12,?,12,"205,000","175,000","155,000",?,?,?,?,?,,#VALUE!," 1,930,000 ",#VALUE!,26.7,332.0
833,山梨県,鳴沢村,山梨県鳴沢村,町村,"3,156",10,?,9,"180,000","158,000","150,000",?,?,?,?,?,,#VALUE!," 1,538,000 ",#VALUE!,47.5,487.3,#VALUE!,鳴沢村,町村,"3,165",10,?,9,"180,000","158,000","150,000",?,?,?,?,?,,#VALUE!," 1,538,000 ",#VALUE!,47.4,485.9
834,山梨県,富士河口湖町,山梨県富士河口湖町,町村,"26,388",16,?,16,"252,000","202,000","174,000",?,?,?,?,?,,#VALUE!," 2,890,000 ",#VALUE!,6.6,109.5,#VALUE!,富士河口湖町,町村,"26,500",18,?,18,"227,000","182,000","157,000",?,?,?,?,?,,#VALUE!," 2,921,000 ",#VALUE!,5.9,110.2
835,山梨県,小菅村,山梨県小菅村,町村,712,8,?,8,"171,000","142,000","121,000",?,?,?,?,?,,#VALUE!," 1,039,000 ",#VALUE!,169.9,"1,459.3",#VALUE!,小菅村,町村,740,8,?,8,"171,000","142,000","121,000",?,?,?,?,?,,#VALUE!," 1,039,000 ",#VALUE!,163.5,"1,404.1"
836,山梨県,丹波山村,山梨県丹波山村,町村,589,8,?,8,"190,000","158,000","135,000",?,?,?,?,?,,#VALUE!," 1,158,000 ",#VALUE!,229.2,"1,966.0",#VALUE!,丹波山村,町村,602,8,?,8,"190,000","158,000","135,000",?,?,?,?,?,,#VALUE!," 1,158,000 ",#VALUE!,224.3,"1,923.6"
837,長野県,長野市,長野市,中核市,"377,967",39,2007年9月,38,"724,000","647,000","600,000",0,158,178,335,45,," 10,114,500 "," 23,571,000 "," 397,348,133 ",1.6,62.4,"1,051.3",長野市,中核市,"381,957",39,2007年9月,39,"724,000","647,000","600,000",0,150,175,325,45,," 10,027,500 "," 23,571,000 "," 167,584,594 ",1.6,61.7
838,長野県,松本市,長野県松本市,一般市,"239,635",31,2011年4月,31,"617,000","554,000","497,000",0,158,178,335,45,," 8,378,178 "," 15,584,000 "," 262,707,280 ",2.1,65.0,"1,096.3",松本市,市区,"241,272",31,2011年4月,31,"617,000","554,000","497,000",0,150,175,325,45,," 8,306,113 "," 15,584,000 "," 138,815,905 ",2.1,64.6
839,長野県,上田市,長野県上田市,一般市,"158,111",30,2014年3月,30,"542,000","475,000","443,000",0,158,178,335,45,," 7,467,873 "," 13,421,000 "," 226,244,508 ",2.8,84.9,"1,430.9",上田市,市区,"159,271",30,2014年3月,30,"521,000","456,000","425,000",0,150,175,325,45,," 7,102,813 "," 12,877,000 "," 118,705,754 ",2.7,80.8
840,長野県,岡谷市,長野県岡谷市,一般市,"49,862",18,2007年4月,16,"465,000","396,000","353,000",0,158,178,335,40,," 5,891,570 "," 6,509,000 "," 108,635,210 ",7.1,130.5,"2,178.7",岡谷市,市区,"49,712",18,2007年4月,18,"465,000","396,000","353,000",0,150,175,325,40,," 5,842,150 "," 6,509,000 "," 96,687,583 ",7.1,130.9
841,長野県,飯田市,長野県飯田市,一般市,"101,836",23,2009年4月,23,"484,000","423,000","395,000",0,155,175,330,45,," 6,630,075 "," 9,202,000 "," 154,455,570 ",3.9,90.4,"1,516.7",飯田市,市区,"103,494",23,2009年4月,23,"484,000","423,000","395,000",0,150,175,325,45,," 6,601,438 "," 9,202,000 "," 110,326,524 ",3.8,88.9
842,長野県,諏訪市,長野県諏訪市,一般市,"51,103",15,2007年5月,15,"456,000","388,000","349,000",0,158,178,335,40,," 5,824,810 "," 5,381,000 "," 89,808,890 ",6.8,105.3,"1,757.4",諏訪市,市区,"49,666",15,2007年5月,15,"456,000","388,000","349,000",0,150,165,315,40,," 5,727,090 "," 5,381,000 "," 93,981,547 ",7.0,108.3
843,長野県,須坂市,長野県須坂市,一般市,"50,849",20,2007年2月,20,"456,000","387,000","355,000",0,160,180,340,40,," 5,949,800 "," 7,233,000 "," 121,225,080 ",7.0,142.2,"2,384.0",須坂市,市区,"51,368",20,2007年2月,20,"456,000","387,000","355,000",0,150,175,325,40,," 5,875,250 "," 7,233,000 "," 97,235,388 ",6.9,140.8
844,長野県,小諸市,長野県小諸市,一般市,"42,464",19,2015年2月,19,"427,000","354,000","333,000",0,158,173,330,40,," 5,534,460 "," 6,442,000 "," 107,066,040 ",7.8,151.7,"2,521.3",小諸市,市区,"42,944",19,2015年2月,19,"427,000","354,000","333,000",0,150,175,325,40,," 5,511,150 "," 6,442,000 "," 91,209,533 ",7.8,150.0
845,長野県,伊那市,長野県伊那市,一般市,"68,310",21,2010年4月,21,"464,000","388,000","365,000",0,158,178,335,40,," 6,091,850 "," 7,787,000 "," 129,965,030 ",5.3,114.0,"1,902.6",伊那市,市区,"69,079",21,2010年4月,21,"464,000","388,000","365,000",0,150,175,325,40,," 6,040,750 "," 7,787,000 "," 99,974,413 ",5.3,112.7
846,長野県,駒ヶ根市,長野県駒ヶ根市,一般市,"32,828",15,2007年4月,14,"404,000","338,000","313,000",0,168,168,335,40,," 5,223,970 "," 4,811,000 "," 80,295,590 ",9.5,146.6,"2,445.9",駒ヶ根市,市区,"33,207",15,2007年4月,15,"404,000","338,000","313,000",0,155,170,325,40,," 5,180,150 "," 4,811,000 "," 85,731,483 ",9.4,144.9
847,長野県,中野市,長野県中野市,一般市,"44,683",20,2010年4月,20,"376,500","318,700","296,300",0,158,178,335,40,," 4,945,247 "," 6,028,600 "," 100,617,334 ",6.6,134.9,"2,251.8",中野市,市区,"45,361",20,2010年4月,20,"376,500","318,700","296,300",0,150,175,325,40,," 4,903,765 "," 6,028,600 "," 81,157,311 ",6.5,132.9
848,長野県,大町市,長野県大町市,一般市,"27,668",16,2015年4月,16,"374,000","313,000","296,000",0,158,178,335,40,," 4,940,240 "," 4,831,000 "," 80,629,390 ",10.7,174.6,"2,914.2",大町市,市区,"28,472",16,2015年4月,16,"374,000","313,000","296,000",0,150,175,325,40,," 4,898,800 "," 4,831,000 "," 81,075,140 ",10.4,169.7
849,長野県,飯山市,長野県飯山市,一般市,"21,112",16,2010年11月,16,"328,000","281,000","263,000",0,140,155,295,40,," 4,242,190 "," 4,291,000 "," 69,213,830 ",12.5,203.2,"3,278.4",飯山市,市区,"21,845",16,2010年11月,16,"328,000","281,000","263,000",0,140,155,295,40,," 4,242,190 "," 4,291,000 "," 68,426,525 ",12.0,196.4
850,長野県,茅野市,長野県茅野市,一般市,"55,764",18,2007年4月,18,"435,000","364,000","332,000",0,158,178,335,40,," 5,541,080 "," 6,111,000 "," 101,992,590 ",6.0,109.6,"1,829.0",茅野市,市区,"56,089",18,2007年4月,18,"435,000","364,000","332,000",0,150,175,325,40,," 5,494,600 "," 6,111,000 "," 90,935,630 ",5.9,109.0
851,長野県,塩尻市,長野県塩尻市,一般市,"67,387",18,2015年4月,18,"488,000","425,000","402,000",0,158,178,335,40,," 6,709,380 "," 7,345,000 "," 122,588,050 ",6.0,109.0,"1,819.2",塩尻市,市区,"67,526",18,2015年4月,18,"488,000","425,000","402,000",0,150,175,325,40,," 6,653,100 "," 7,345,000 "," 110,108,805 ",6.0,108.8
852,長野県,佐久市,長野県佐久市,一般市,"99,219",26,2017年4月,24,"461,000","383,000","349,000",0,158,178,335,40,," 5,824,810 "," 9,220,000 "," 153,881,800 ",3.5,92.9,"1,550.9",佐久市,市区,"99,497",28,2009年4月,26,"461,000","383,000","349,000",0,150,175,325,40,," 5,775,950 "," 9,918,000 "," 95,591,973 ",3.5,99.7
853,長野県,千曲市,長野県千曲市,一般市,"60,772",22,2012年7月,22,"445,000","370,000","345,000",0,155,173,328,40,," 5,721,825 "," 7,715,000 "," 127,953,275 ",5.7,126.9,"2,105.5",千曲市,市区,"61,352",22,2012年7月,22,"445,000","370,000","345,000",0,150,175,325,40,," 5,709,750 "," 7,715,000 "," 94,496,363 ",5.6,125.7
854,長野県,東御市,長野県東御市,一般市,"30,259",17,2016年11月,17,"396,000","331,000","304,000",0,158,178,335,40,," 5,073,760 "," 5,287,000 "," 88,240,030 ",10.0,174.7,"2,916.2",東御市,市区,"30,121",17,2016年11月,17,"396,000","331,000","304,000",0,150,175,325,40,," 5,031,200 "," 5,287,000 "," 83,266,360 ",10.1,175.5
855,長野県,安曇野市,長野県安曇野市,一般市,"98,056",22,2017年10月,22,"459,000","383,000","360,000",0,158,178,335,40,," 6,008,400 "," 8,042,000 "," 134,220,980 ",3.7,82.0,"1,368.8",安曇野市,市区,"98,099",25,2013年10月,25,"459,000","383,000","360,000",0,150,175,325,40,," 5,958,000 "," 9,122,000 "," 98,604,900 ",3.7,93.0
856,長野県,小海町,長野県小海町,町村,"4,745",12,?,12,"263,000","185,000","169,000",?,?,?,?,?,,#VALUE!," 2,138,000 ",#VALUE!,35.6,450.6,#VALUE!,小海町,町村,"4,848",12,?,12,"263,000","185,000","169,000",?,?,?,?,?,,#VALUE!," 2,138,000 ",#VALUE!,34.9,441.0
857,長野県,川上村,長野県川上村,町村,"4,875",12,?,12,"254,000","176,000","161,000",?,?,?,?,?,,#VALUE!," 2,040,000 ",#VALUE!,33.0,418.5,#VALUE!,川上村,町村,"4,919",12,?,12,"254,000","176,000","161,000",?,?,?,?,?,,#VALUE!," 2,040,000 ",#VALUE!,32.7,414.7
858,長野県,南牧村,長野県南牧村,町村,"3,497",8,?,8,"249,000","174,000","157,000",?,?,?,?,?,,#VALUE!," 1,365,000 ",#VALUE!,44.9,390.3,#VALUE!,南牧村,町村,"3,050",8,?,8,"249,000","174,000","157,000",?,?,?,?,?,,#VALUE!," 1,365,000 ",#VALUE!,51.5,447.5
859,長野県,南相木村,長野県南相木村,町村,"1,032",8,?,8,"240,000","157,000","140,000",?,?,?,?,?,,#VALUE!," 1,237,000 ",#VALUE!,135.7,"1,198.6",#VALUE!,南相木村,町村,"1,074",8,?,8,"240,000","157,000","140,000",?,?,?,?,?,,#VALUE!," 1,237,000 ",#VALUE!,130.4,"1,151.8"
860,長野県,北相木村,長野県北相木村,町村,792,8,?,8,"243,000","159,000","140,000",?,?,?,?,?,,#VALUE!," 1,242,000 ",#VALUE!,176.8,"1,568.2",#VALUE!,北相木村,町村,803,8,?,8,"243,000","159,000","137,000",?,?,?,?,?,,#VALUE!," 1,224,000 ",#VALUE!,170.6,"1,524.3"
861,長野県,佐久穂町,長野県佐久穂町,町村,"11,257",14,?,14,"275,000","210,000","185,000",?,?,?,?,?,,#VALUE!," 2,705,000 ",#VALUE!,16.4,240.3,#VALUE!,佐久穂町,町村,"11,697",14,?,14,"275,000","210,000","185,000",?,?,?,?,?,,#VALUE!," 2,705,000 ",#VALUE!,15.8,231.3
862,長野県,軽井沢町,長野県軽井沢町,町村,"20,232",16,?,16,"365,000","296,000","261,000",?,?,?,?,?,,#VALUE!," 4,315,000 ",#VALUE!,12.9,213.3,#VALUE!,軽井沢町,町村,"20,279",16,?,16,"365,000","296,000","261,000",?,?,?,?,?,,#VALUE!," 4,315,000 ",#VALUE!,12.9,212.8
863,長野県,御代田町,長野県御代田町,町村,"15,582",14,?,14,"290,000","220,000","195,000",?,?,?,?,?,,#VALUE!," 2,850,000 ",#VALUE!,12.5,182.9,#VALUE!,御代田町,町村,"15,535",14,?,14,"290,000","220,000","195,000",?,?,?,?,?,,#VALUE!," 2,850,000 ",#VALUE!,12.6,183.5
864,長野県,立科町,長野県立科町,町村,"7,335",12,?,12,"289,000","211,000","196,000",?,?,?,?,?,,#VALUE!," 2,460,000 ",#VALUE!,26.7,335.4,#VALUE!,立科町,町村,"7,450",12,?,12,"289,000","211,000","196,000",?,?,?,?,?,,#VALUE!," 2,460,000 ",#VALUE!,26.3,330.2
865,長野県,青木村,長野県青木村,町村,"4,396",10,?,10,"271,000","182,000","164,000",?,?,?,?,?,,#VALUE!," 1,765,000 ",#VALUE!,37.3,401.5,#VALUE!,青木村,町村,"4,515",10,?,9,"271,000","182,000","164,000",?,?,?,?,?,,#VALUE!," 1,765,000 ",#VALUE!,36.3,390.9
866,長野県,長和町,長野県長和町,町村,"6,181",10,?,10,"261,000","196,000","175,000",?,?,?,?,?,,#VALUE!," 1,857,000 ",#VALUE!,28.3,300.4,#VALUE!,長和町,町村,"6,389",12,?,12,"261,000","196,000","175,000",?,?,?,?,?,,#VALUE!," 2,207,000 ",#VALUE!,27.4,345.4
867,長野県,下諏訪町,長野県下諏訪町,町村,"20,416",13,?,12,"328,000","266,000","237,000",?,?,?,?,?,,#VALUE!," 3,201,000 ",#VALUE!,11.6,156.8,#VALUE!,下諏訪町,町村,"20,807",13,?,13,"328,000","266,000","237,000",?,?,?,?,?,,#VALUE!," 3,201,000 ",#VALUE!,11.4,153.8
868,長野県,富士見町,長野県富士見町,町村,"14,707",11,?,11,"288,000","224,000","201,000",?,?,?,?,?,,#VALUE!," 2,321,000 ",#VALUE!,13.7,157.8,#VALUE!,富士見町,町村,"14,993",11,?,11,"288,000","224,000","201,000",?,?,?,?,?,,#VALUE!," 2,321,000 ",#VALUE!,13.4,154.8
869,長野県,原村,長野県原村,町村,"7,948",11,?,11,"259,000","201,000","183,000",?,?,?,?,?,,#VALUE!," 2,107,000 ",#VALUE!,23.0,265.1,#VALUE!,原村,町村,"7,898",11,?,11,"259,000","201,000","183,000",?,?,?,?,?,,#VALUE!," 2,107,000 ",#VALUE!,23.2,266.8
870,長野県,辰野町,長野県辰野町,町村,"19,727",14,?,14,"309,000","248,000","227,000",?,?,?,?,?,,#VALUE!," 3,281,000 ",#VALUE!,11.5,166.3,#VALUE!,辰野町,町村,"20,171",14,?,14,"309,000","248,000","227,000",?,?,?,?,?,,#VALUE!," 3,281,000 ",#VALUE!,11.3,162.7
871,長野県,箕輪町,長野県箕輪町,町村,"25,001",15,?,14,"317,000","253,000","227,000",?,?,?,?,?,,#VALUE!," 3,521,000 ",#VALUE!,9.1,140.8,#VALUE!,箕輪町,町村,"24,986",15,?,15,"317,000","253,000","227,000",?,?,?,?,?,,#VALUE!," 3,521,000 ",#VALUE!,9.1,140.9
872,長野県,飯島町,長野県飯島町,町村,"9,535",12,?,12,"288,200","220,500","198,000",?,?,?,?,?,,#VALUE!," 2,488,700 ",#VALUE!,20.8,261.0,#VALUE!,飯島町,町村,"9,737",12,?,12,"288,200","220,500","198,000",?,?,?,?,?,,#VALUE!," 2,488,700 ",#VALUE!,20.3,255.6
873,長野県,南箕輪村,長野県南箕輪村,町村,"15,444",10,?,10,"295,000","223,000","201,000",?,?,?,?,?,,#VALUE!," 2,126,000 ",#VALUE!,13.0,137.7,#VALUE!,南箕輪村,町村,"15,246",10,?,10,"295,000","223,000","201,000",?,?,?,?,?,,#VALUE!," 2,126,000 ",#VALUE!,13.2,139.4
874,長野県,中川村,長野県中川村,町村,"4,931",10,?,10,"256,000","195,000","175,000",?,?,?,?,?,,#VALUE!," 1,851,000 ",#VALUE!,35.5,375.4,#VALUE!,中川村,町村,"5,031",10,?,10,"256,000","195,000","175,000",?,?,?,?,?,,#VALUE!," 1,851,000 ",#VALUE!,34.8,367.9
875,長野県,宮田村,長野県宮田村,町村,"9,052",12,?,12,"277,000","214,000","192,000",?,?,?,?,?,,#VALUE!," 2,411,000 ",#VALUE!,21.2,266.3,#VALUE!,宮田村,町村,"9,161",12,?,12,"277,000","214,000","192,000",?,?,?,?,?,,#VALUE!," 2,411,000 ",#VALUE!,21.0,263.2
876,長野県,松川町,長野県松川町,町村,"13,316",14,?,14,"269,800","209,000","190,000",?,?,?,?,?,,#VALUE!," 2,758,800 ",#VALUE!,14.3,207.2,#VALUE!,松川町,町村,"13,613",14,?,14,"269,800","209,000","190,000",?,?,?,?,?,,#VALUE!," 2,758,800 ",#VALUE!,14.0,202.7
877,長野県,高森町,長野県高森町,町村,"13,176",14,?,14,"257,500","195,000","176,500",?,?,?,?,?,,#VALUE!," 2,570,500 ",#VALUE!,13.4,195.1,#VALUE!,高森町,町村,"13,237",15,?,15,"257,500","195,000","176,500",?,?,?,?,?,,#VALUE!," 2,747,000 ",#VALUE!,13.3,207.5
878,長野県,阿南町,長野県阿南町,町村,"4,665",12,?,12,"228,000","164,000","143,000",?,?,?,?,?,,#VALUE!," 1,822,000 ",#VALUE!,30.7,390.6,#VALUE!,阿南町,町村,"4,897",12,?,12,"228,000","164,000","143,000",?,?,?,?,?,,#VALUE!," 1,822,000 ",#VALUE!,29.2,372.1
879,長野県,阿智村,長野県阿智村,町村,"6,497",12,?,12,"273,000","202,800","171,600",?,?,?,?,?,,#VALUE!," 2,191,800 ",#VALUE!,26.4,337.4,#VALUE!,阿智村,町村,"6,534",12,?,12,"273,000","202,800","171,600",?,?,?,?,?,,#VALUE!," 2,191,800 ",#VALUE!,26.3,335.4
880,長野県,平谷村,長野県平谷村,町村,420,8,?,8,"211,000","142,000","125,000",?,?,?,?,?,,#VALUE!," 1,103,000 ",#VALUE!,297.6,"2,626.2",#VALUE!,平谷村,町村,457,8,?,8,"185,600","124,800","110,400",?,?,?,?,?,,#VALUE!," 972,800 ",#VALUE!,241.6,"2,128.7"
881,長野県,根羽村,長野県根羽村,町村,932,8,?,8,"219,600","153,000","136,800",?,?,?,?,?,,#VALUE!," 1,193,400 ",#VALUE!,146.8,"1,280.5",#VALUE!,根羽村,町村,988,8,?,8,"244,000","170,000","152,000",?,?,?,?,?,,#VALUE!," 1,326,000 ",#VALUE!,153.8,"1,342.1"
882,長野県,下條村,長野県下條村,町村,"3,770",10,?,10,"234,600","168,100","134,900",?,?,?,?,?,,#VALUE!," 1,481,900 ",#VALUE!,35.8,393.1,#VALUE!,下條村,町村,"3,896",10,?,10,"234,600","168,100","134,900",?,?,?,?,?,,#VALUE!," 1,481,900 ",#VALUE!,34.6,380.4
883,長野県,売木村,長野県売木村,町村,555,7,?,7,"207,000","144,000","121,000",?,?,?,?,?,,#VALUE!," 956,000 ",#VALUE!,218.0,"1,722.5",#VALUE!,売木村,町村,581,7,?,7,"207,000","144,000","121,000",?,?,?,?,?,,#VALUE!," 956,000 ",#VALUE!,208.3,"1,645.4"
884,長野県,天龍村,長野県天龍村,町村,"1,311",8,?,8,"231,000","159,000","140,000",?,?,?,?,?,,#VALUE!," 1,230,000 ",#VALUE!,106.8,938.2,#VALUE!,天龍村,町村,"1,410",8,?,8,"226,000","156,000","137,000",?,?,?,?,?,,#VALUE!," 1,204,000 ",#VALUE!,97.2,853.9
885,長野県,泰阜村,長野県泰阜村,町村,"1,647",9,?,8,"229,000","159,000","137,000",?,?,?,?,?,,#VALUE!," 1,347,000 ",#VALUE!,83.2,817.9,#VALUE!,泰阜村,町村,"1,715",9,?,9,"229,000","159,000","137,000",?,?,?,?,?,,#VALUE!," 1,347,000 ",#VALUE!,79.9,785.4
886,長野県,喬木村,長野県喬木村,町村,"6,446",12,?,12,"247,000","177,000","143,000",?,?,?,?,?,,#VALUE!," 1,854,000 ",#VALUE!,22.2,287.6,#VALUE!,喬木村,町村,"6,554",12,?,12,"247,000","177,000","143,000",?,?,?,?,?,,#VALUE!," 1,854,000 ",#VALUE!,21.8,282.9
